Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE261F08EH1,7.62% National Bank For Agriculture and Rural Development (10/05/2029) **,2567.64,0.089787467244708,0.0677,CRISIL AAA,2500.0,2029-05-10
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE556F08KU4,7.51% Small Industries Development Bank of India (12/06/2028) **,2553.44,0.089290909302444,0.066645,CRISIL AAA,2500.0,2028-06-12
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE020B08FF1,7.56% REC Limited (31/08/2027) **,2546.95,0.089063961341508,0.065562,ICRA AAA,2500.0,2027-08-31
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE756I07ER5,8.3774% HDB Financial Services Limited (24/04/2026) **,2524.7,0.088285904002397,0.068,CRISIL AAA,2500.0,2026-04-24
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE267A08038,7.75% Hindustan Zinc Limited (20/03/2027) **,2523.38,0.088239570250742,0.070825,CRISIL AAA,2500.0,2027-03-20
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE134E08IO0,7.23% Power Finance Corporation Limited (05/01/2027) **,2521.15,0.088161764516831,0.06555,ICRA AAA,250.0,2027-01-05
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE053F08122,6.92% Indian Railway Finance Corporation Limited (29/08/2031),2511.82,0.087835330123096,0.0682,ICRA AAA,250.0,2031-08-29
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE752E08783,6.94% Power Grid Corporation of India Limited (15/04/2035) **,2506.22,0.08763967930007001,0.06897,ICRA AAA,2500.0,2035-04-15
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE660A07RP2,7.89% Sundaram Finance Limited (22/09/2025) **,2503.62,0.087548672818046,0.0643,ICRA AAA,2500.0,2025-09-22
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE071G07777,7.48% ICICI Home Finance Company Limited (25/02/2028) (FRN) **,2497.87,0.087347776664644,0.07665,ICRA AAA,2500.0,2028-02-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE282H07026,7.08% Jio Credit Ltd (26/05/2028) **,2496.67,0.08730581402163601,0.0712,CRISIL AAA,2500.0,2028-05-26
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE053F08510,6.47% Indian Railway Finance Corporation Limited (30/05/2028) **,2495.96,0.08728081128017699,0.065388,ICRA AAA,2500.0,2028-05-30
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE557F08GE4,6.80% National Housing Bank (02/04/2032) **,2495.21,0.08725449720612401,0.0683,CARE AAA,2500.0,2032-04-02
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE134E08KU3,7.79% Power Finance Corporation Limited (22/07/2030) **,2338.23,0.08176531142091399,0.0683,ICRA AAA,225.0,2030-07-22
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE041007175,7.22% Embassy Office Parks REIT (16/05/2028) **,1814.77,0.063460293853239,0.0707,CRISIL AAA,1800.0,2028-05-16
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE115A07QV7,7.61% LIC Housing Finance Limited (29/08/2034) **,1529.81,0.053495655812610995,0.073,CRISIL AAA,1500.0,2034-08-29
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE261F08DT8,7.50% National Bank For Agriculture and Rural Development (17/12/2025) **,1505.87,0.052658448631293,0.061449,CRISIL AAA,150.0,2025-12-17
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE556F08KE8,7.47% Small Industries Development Bank of India (25/11/2025) **,1505.14,0.052632956325666,0.06215,ICRA AAA,150.0,2025-11-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE160A08167,7.25% Punjab National Bank (14/10/2030) **,1500.4,0.052467151432479,0.07234,IND AAA,150.0,2030-10-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE306N07MW2,Tata Capital Limited (10/09/2025) (ZCB) **,1489.5,0.052086287993876,0.064298,ICRA AAA,150.0,2025-09-10
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE0KXY07034,8.34% Highways Infrastructure Trust (18/01/2027) **,1275.38,0.04459846523327,0.0705,CRISIL AAA,1250.0,2027-01-18
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE020B08EH0,7.77% REC Limited (31/03/2028) **,1027.04,0.035914392427107006,0.066063,CRISIL AAA,1000.0,2028-03-31
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE0NR607058,7.2503% Cube Highways Trust (25/04/2028) **,1023.8,0.035801039438927,0.0729,ICRA AAA,1020.0,2028-04-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE134E08II2,7.63% Power Finance Corporation Limited (14/08/2026) **,1011.2,0.035360555477137,0.064687,ICRA AAA,100.0,2026-08-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE261F08EA6,7.50% National Bank For Agriculture and Rural Development (31/08/2026),1009.57,0.035303556220383996,0.065375,ICRA AAA,1000.0,2026-08-31
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE134E08LD7,6.50% Power Finance Corporation Limited (17/09/2025) **,1000.27,0.034978170892725,0.05955,ICRA AAA,100.0,2025-09-17
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE936D07174,6.40% Jamnagar Utilities & Power Private Limited (29/09/2026) **,998.1,0.034902288446617996,0.0655,CRISIL AAA,100.0,2026-09-29
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE134E08MS3,Power Finance Corporation Limited (25/08/2026) (ZCB) **,719.31,0.025153360071752003,0.064688,ICRA AAA,769.0,2026-08-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE040A08393,8.44% HDFC Bank Limited (28/12/2028) **,522.69,0.018278035588220998,0.06878,CRISIL AAA,50.0,2028-12-28
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE296A07SP3,7.79% Bajaj Finance Limited (20/09/2033) **,510.84,0.017863514613038,0.0742,CRISIL AAA,500.0,2033-09-20
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE916DA7SA6,7.7968% Kotak Mahindra Prime Limited (12/12/2025) **,501.83,0.017548375164046,0.064501,CRISIL AAA,50.0,2025-12-12
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE020B08DH2,5.81% REC Limited (31/12/2025) **,498.94,0.017447332616569,0.06125,ICRA AAA,50.0,2025-12-31
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE975F07IR8,8.3774% Kotak Mahindra Investments Limited (21/06/2027) **,204.33,0.007145217013322,0.07095,ICRA AAA,200.0,2027-06-21
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE756I07EY1,8.3324% HDB Financial Services Limited (10/05/2027),203.87,0.007129264215204999,0.071,CRISIL AAA,200.0,2027-05-10
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE916DA7SU4,8.12% Kotak Mahindra Prime Limited (21/06/2027) **,152.84,0.0053445300641,0.07,CRISIL AAA,150.0,2027-06-21
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE115A07JM1,8.45% LIC Housing Finance Limited (22/05/2026) **,131.82,,0.0652,CRISIL AAA,13.0,2026-05-22
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE020B08BH6,8.37% REC Limited (07/12/2028) **,105.35,,0.066675,CRISIL AAA,10.0,2028-12-07
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE033L07ID4,8.0409% Tata Capital Housing Finance Limited (19/03/2027) **,101.77,,0.068198,CRISIL AAA,100.0,2027-03-19
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE261F08CO1,6.42% National Bank For Agriculture and Rural Development (25/11/2030) **,98.63,,0.0684,ICRA AAA,10.0,2030-11-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE11LM07031,7.7954% Reliance Life Sciences Pvt Ltd (05/11/2027) ** #,5080.47,0.17765811592567,0.072546,CARE AAA,500.0,2027-11-05
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE1CBK15037,India Universal Trust Al2 (21/11/2030) **,7673.85,0.268345936604123,0.078253,IND AAA(SO),78.03824990000001,2030-11-21
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE1CBK15029,India Universal Trust Al2 (21/11/2027) **,6873.43,0.240355903095919,0.07625,IND AAA(SO),81.0,2027-11-21
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE1CBK15011,India Universal Trust Al2 (21/11/2026) **,5523.33,0.193144495768708,0.0721,IND AAA(SO),91.0,2026-11-21
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INE0BTV15238,First Business Receivables Trust (01/10/2025) **,2408.66,0.08422800452312,0.063625,IND AAA(SO),24.0,2025-10-01
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240134,Government of India (18/11/2039),272101.07,9.51506655062674,0.06809824,Sovereign,266736200.0,2039-11-18
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240126,Government of India (07/10/2034),208121.08,7.27775885374148,0.06523375,Sovereign,203000000.0,2034-10-07
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240019,Government of India (08/04/2034),84590.94,2.9580496591903103,0.06559082,Sovereign,81161700.0,2034-04-08
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240035,Government of India (22/04/2064),51998.23,1.8183194420003101,0.07239188,Sovereign,50500000.0,2064-04-22
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020250026,Government of India (05/05/2035),18527.03,0.647869359335673,0.06477414,Sovereign,18590500.0,2035-05-05
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020210137,Government of India (30/10/2034),15989.55,0.559136420898007,0.06201399999999999,Sovereign,15637700.0,2034-10-30
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020230085,Government of India (14/08/2033),8892.1,0.310946559186854,0.06538715,Sovereign,8500000.0,2033-08-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020250018,Government of India (15/04/2065),8441.16,0.295177926367838,0.07206783,Sovereign,8650000.0,2065-04-15
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240159,Government of India (02/12/2034),6654.0,0.232682785542893,0.06550476,Sovereign,6500000.0,2034-12-02
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020240118,Government of India (05/08/2054),3526.24,0.12330848535897199,0.07152509,Sovereign,3500000.0,2054-08-05
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020160118,Government of India (26/12/2029),3084.9,0.107875464513406,0.06137596,Sovereign,3000000.0,2029-12-26
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020140011,Government of India (02/06/2028),2568.63,0.089822212313119,0.05955309,Sovereign,2400000.0,2028-06-02
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020220060,Government of India (22/08/2032),2106.76,0.073671154695491,0.06409622,Sovereign,2000000.0,2032-08-22
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020230036,Government of India (17/04/2030),1383.72,0.048387186764604004,0.06159214,Sovereign,1324800.0,2030-04-17
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN3120150153,State Government Securities (09/12/2025),1008.98,0.035282714774357,0.0557,Sovereign,1000000.0,2025-12-09
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020230077,Government of India (24/07/2037),860.36,0.030085887905371003,0.06751685,Sovereign,824100.0,2037-07-24
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020190065,Government of India (17/06/2033),799.56,0.027959698377872003,0.0653328,Sovereign,747600.0,2033-06-17
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN1920150043,State Government Securities (26/11/2025),503.91,0.017620988020885,0.0557,Sovereign,500000.0,2025-11-26
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2220150113,State Government Securities (28/10/2025),502.82,0.017583029313397,0.05525,Sovereign,500000.0,2025-10-28
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2220150105,State Government Securities (14/10/2025),502.31,0.017565265127857,0.05525,Sovereign,500000.0,2025-10-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN1520150062,State Government Securities (14/10/2025),502.31,0.017565265127857,0.05525,Sovereign,500000.0,2025-10-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN1520150047,State Government Securities (09/09/2025),501.35,0.017531485200235,0.0542125,Sovereign,500000.0,2025-09-09
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2920190146,State Government Securities (04/09/2025),440.5,0.015403858207431,0.0542625,Sovereign,440000.0,2025-09-04
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2920210266,State Government Securities (08/09/2031),401.11,0.014026464922558001,0.06748523,Sovereign,396600.0,2031-09-08
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020200245,Government of India (16/03/2035),342.0,0.011959229698343,0.06579096,Sovereign,348300.0,2035-03-16
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN3120150161,State Government Securities (23/12/2025),333.98,0.011678962632420999,0.0557,Sovereign,330600.0,2025-12-23
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020200252,Government of India (17/12/2050),331.11,0.011578672828319,0.07095763,Sovereign,343500.0,2050-12-17
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020230101,Government of India (23/10/2028),155.46,0.00543631808986,0.05981381,Sovereign,149100.0,2028-10-23
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020150093,Government of India (11/01/2026),151.31,0.005291295206114,0.055198,Sovereign,150000.0,2026-01-11
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020120039,Government of India (09/07/2026),110.62,,0.05708917,Sovereign,108000.0,2026-07-09
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020210160,Government of India (04/10/2028),93.75,,0.058273,Sovereign,92700.0,2028-10-04
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020220151,Government of India (06/02/2033),93.71,,0.06523782,Sovereign,89300.0,2033-02-06
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2920210258,State Government Securities (01/09/2031),85.02,,0.06748523,Sovereign,83900.0,2031-09-01
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020180454,Government of India (14/01/2029),65.74,,0.06067016,Sovereign,63250.0,2029-01-14
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2220190127,State Government Securities (18/02/2028),31.65,,0.06162113,Sovereign,31000.0,2028-02-18
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN2220220072,State Government Securities (25/05/2034),26.37,,0.06998243,Sovereign,25000.0,2034-05-25
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020170174,Government of India (08/01/2028),17.55,,0.05943795,Sovereign,17050.0,2028-01-08
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN0020210012,Government of India (12/04/2026),2.0,,0.05658986,Sovereign,2000.0,2026-04-12
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN000627C074,0% GOI  - 16JUN27 STRIPS,1365.19,0.047739293529679,0.05942816,Sovereign,1521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN000626C076,0% GOI  - 16JUN26 STRIPS,496.63,0.017366655372003,0.05685038,Sovereign,521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN000628C072,0% GOI  - 16JUN28 STRIPS,439.24,0.015359641034005,0.0613591,Sovereign,521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN001228C070,0% GOI  - 16DEC28 STRIPS,425.79,0.01488929802905,0.06177502,Sovereign,521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN001229C078,0% GOI  - 16DEC29 STRIPS,398.47,0.013934030000694,0.0633244,Sovereign,521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,IN000630C078,0% GOI  - 16JUN30 STRIPS,384.71,0.013453023896499,0.06429729,Sovereign,521250.0,
Aditya Birla Sun Life Corporate Bond Fund,ABSLF,INF0RQ622028,SBI - Corporate Debt Market Development Fund - A2 Units,7842.15,0.274231266985977,,,69462.366,
