Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Standardized Rating,Market_Value_Crores,Issuer_Clean,Instrument_Type,Yield_Bucket,Rating_Quality_Score,Maturity_Years,Fund_Clean
ABSLF Corporate Bond Fund,ABSLF,IN0020250026,Government of India (05/05/2035),18527.03,0.647869359335673,6.477414,Sovereign,18590500.0,2035-05-05,SOVEREIGN,185.2703,Government of India,Government Securities,6-7%,100,9.760438056125942,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020210137,Government of India (30/10/2034),15989.55,0.559136420898007,6.2014,Sovereign,15637700.0,2034-10-30,SOVEREIGN,159.8955,Government of India,Government Securities,6-7%,100,9.248459958932239,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020230085,Government of India (14/08/2033),8892.1,0.310946559186854,6.538715000000001,Sovereign,8500000.0,2033-08-14,SOVEREIGN,88.921,Government of India,Government Securities,6-7%,100,8.038329911019849,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020250018,Government of India (15/04/2065),8441.16,0.295177926367838,7.206783,Sovereign,8650000.0,2065-04-15,SOVEREIGN,84.41159999999999,Government of India,Government Securities,7-8%,100,39.70704996577687,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020240159,Government of India (02/12/2034),6654.0,0.232682785542893,6.550476,Sovereign,6500000.0,2034-12-02,SOVEREIGN,66.54,Government of India,Government Securities,6-7%,100,9.338809034907598,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020240118,Government of India (05/08/2054),3526.24,0.1233084853589719,7.152509,Sovereign,3500000.0,2054-08-05,SOVEREIGN,35.2624,Government of India,Government Securities,7-8%,100,29.013004791238878,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020160118,Government of India (26/12/2029),3084.9,0.107875464513406,6.137596,Sovereign,3000000.0,2029-12-26,SOVEREIGN,30.849,Government of India,Government Securities,6-7%,100,4.405201916495551,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020140011,Government of India (02/06/2028),2568.63,0.089822212313119,5.955309000000001,Sovereign,2400000.0,2028-06-02,SOVEREIGN,25.686300000000003,Government of India,Government Securities,≤6%,100,2.839151266255989,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020220060,Government of India (22/08/2032),2106.76,0.073671154695491,6.409622,Sovereign,2000000.0,2032-08-22,SOVEREIGN,21.067600000000002,Government of India,Government Securities,6-7%,100,7.060917180013689,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020230036,Government of India (17/04/2030),1383.72,0.048387186764604,6.1592139999999995,Sovereign,1324800.0,2030-04-17,SOVEREIGN,13.837200000000001,Government of India,Government Securities,6-7%,100,4.7118412046543465,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN3120150153,State Government Securities (09/12/2025),1008.98,0.035282714774357,5.57,Sovereign,1000000.0,2025-12-09,SOVEREIGN,10.0898,Government of India,Government Securities,≤6%,100,0.3586584531143053,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020230077,Government of India (24/07/2037),860.36,0.030085887905371,6.751685,Sovereign,824100.0,2037-07-24,SOVEREIGN,8.6036,Government of India,Government Securities,6-7%,100,11.980835044490075,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020190065,Government of India (17/06/2033),799.56,0.027959698377872,6.5332799999999995,Sovereign,747600.0,2033-06-17,SOVEREIGN,7.9956,Government of India,Government Securities,6-7%,100,7.879534565366187,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN1920150043,State Government Securities (26/11/2025),503.91,0.017620988020885,5.57,Sovereign,500000.0,2025-11-26,SOVEREIGN,5.0391,Government of India,Government Securities,≤6%,100,0.32306639288158795,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2220150113,State Government Securities (28/10/2025),502.82,0.017583029313397,5.525,Sovereign,500000.0,2025-10-28,SOVEREIGN,5.0282,Government of India,Government Securities,≤6%,100,0.243668720054757,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2220150105,State Government Securities (14/10/2025),502.31,0.017565265127857,5.525,Sovereign,500000.0,2025-10-14,SOVEREIGN,5.0231,Government of India,Government Securities,≤6%,100,0.2053388090349076,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN1520150062,State Government Securities (14/10/2025),502.31,0.017565265127857,5.525,Sovereign,500000.0,2025-10-14,SOVEREIGN,5.0231,Government of India,Government Securities,≤6%,100,0.2053388090349076,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN1520150047,State Government Securities (09/09/2025),501.35,0.017531485200235,5.42125,Sovereign,500000.0,2025-09-09,SOVEREIGN,5.0135000000000005,Government of India,Government Securities,≤6%,100,0.10951403148528405,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2920190146,State Government Securities (04/09/2025),440.5,0.015403858207431,5.42625,Sovereign,440000.0,2025-09-04,SOVEREIGN,4.405,Government of India,Government Securities,≤6%,100,0.09582477754962354,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2920210266,State Government Securities (08/09/2031),401.11,0.014026464922558,6.748523,Sovereign,396600.0,2031-09-08,SOVEREIGN,4.0111,Government of India,Government Securities,6-7%,100,6.105407255304586,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020200245,Government of India (16/03/2035),342.0,0.011959229698343,6.579096,Sovereign,348300.0,2035-03-16,SOVEREIGN,3.42,Government of India,Government Securities,6-7%,100,9.623545516769337,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN3120150161,State Government Securities (23/12/2025),333.98,0.0116789626324209,5.57,Sovereign,330600.0,2025-12-23,SOVEREIGN,3.3398000000000003,Government of India,Government Securities,≤6%,100,0.39698836413415467,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020200252,Government of India (17/12/2050),331.11,0.011578672828319,7.095763,Sovereign,343500.0,2050-12-17,SOVEREIGN,3.3111,Government of India,Government Securities,7-8%,100,25.37987679671458,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020230101,Government of India (23/10/2028),155.46,0.00543631808986,5.981381,Sovereign,149100.0,2028-10-23,SOVEREIGN,1.5546,Government of India,Government Securities,≤6%,100,3.2306639288158796,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020150093,Government of India (11/01/2026),151.31,0.005291295206114,5.5198,Sovereign,150000.0,2026-01-11,SOVEREIGN,1.5131000000000001,Government of India,Government Securities,≤6%,100,0.4490075290896646,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020120039,Government of India (09/07/2026),110.62,,5.7089170000000005,Sovereign,108000.0,2026-07-09,SOVEREIGN,1.1062,Government of India,Government Securities,≤6%,100,0.9390828199863107,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020210160,Government of India (04/10/2028),93.75,,5.8273,Sovereign,92700.0,2028-10-04,SOVEREIGN,0.9375,Government of India,Government Securities,≤6%,100,3.1786447638603694,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020220151,Government of India (06/02/2033),93.71,,6.523782000000001,Sovereign,89300.0,2033-02-06,SOVEREIGN,0.9370999999999999,Government of India,Government Securities,6-7%,100,7.520876112251882,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2920210258,State Government Securities (01/09/2031),85.02,,6.748523,Sovereign,83900.0,2031-09-01,SOVEREIGN,0.8502,Government of India,Government Securities,6-7%,100,6.0862422997946615,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020180454,Government of India (14/01/2029),65.74,,6.067016,Sovereign,63250.0,2029-01-14,SOVEREIGN,0.6574,Government of India,Government Securities,6-7%,100,3.457905544147844,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2220190127,State Government Securities (18/02/2028),31.65,,6.162113000000001,Sovereign,31000.0,2028-02-18,SOVEREIGN,0.3165,Government of India,Government Securities,6-7%,100,2.5516769336071183,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN2220220072,State Government Securities (25/05/2034),26.37,,6.9982429999999995,Sovereign,25000.0,2034-05-25,SOVEREIGN,0.2637,Government of India,Government Securities,6-7%,100,8.815879534565367,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020170174,Government of India (08/01/2028),17.55,,5.943795000000001,Sovereign,17050.0,2028-01-08,SOVEREIGN,0.17550000000000002,Government of India,Government Securities,≤6%,100,2.439425051334702,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN0020210012,Government of India (12/04/2026),2.0,,5.658986,Sovereign,2000.0,2026-04-12,SOVEREIGN,0.02,Government of India,Government Securities,≤6%,100,0.6981519507186859,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN000627C074,0% GOI  - 16JUN27 STRIPS,1365.19,0.047739293529679,5.942816,Sovereign,1521250.0,,SOVEREIGN,13.651900000000001,Government of India,Government Securities,≤6%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN000626C076,0% GOI  - 16JUN26 STRIPS,496.63,0.017366655372003,5.685038,Sovereign,521250.0,,SOVEREIGN,4.9663,Government of India,Government Securities,≤6%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN000628C072,0% GOI  - 16JUN28 STRIPS,439.24,0.015359641034005,6.13591,Sovereign,521250.0,,SOVEREIGN,4.3924,Government of India,Government Securities,6-7%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN001228C070,0% GOI  - 16DEC28 STRIPS,425.79,0.01488929802905,6.177502,Sovereign,521250.0,,SOVEREIGN,4.2579,Government of India,Government Securities,6-7%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN001229C078,0% GOI  - 16DEC29 STRIPS,398.47,0.013934030000694,6.33244,Sovereign,521250.0,,SOVEREIGN,3.9847,Government of India,Government Securities,6-7%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,IN000630C078,0% GOI  - 16JUN30 STRIPS,384.71,0.013453023896499,6.429729000000001,Sovereign,521250.0,,SOVEREIGN,3.8470999999999997,Government of India,Government Securities,6-7%,100,,ABSLF
ABSLF Corporate Bond Fund,ABSLF,INF0RQ622028,SBI - Corporate Debt Market Development Fund - A2 Units,7842.15,0.274231266985977,,,69462.366,,,78.4215,SBI - Corporate Debt,Corporate Bond,Unknown,0,,ABSLF
HDFC Corporate Bond Fund,HDFC,IN0020240134,6.92% GOI MAT 181139,239726.56,6.66,6.8098,Sovereign,235000000.0,2039-11-18,SOVEREIGN,2397.2656,Government of India,Government Securities,6-7%,100,14.299794661190965,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020200120,Floating Rate GOI 2033,92515.5,2.57,7.35,Sovereign,89000000.0,,SOVEREIGN,925.155,Government of India,Government Securities,7-8%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020250042,6.68% GOI MAT 070740,77527.59,2.16,6.7869,Sovereign,77500000.0,2040-07-07,SOVEREIGN,775.2759,Government of India,Government Securities,6-7%,100,14.934976043805612,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020210137,Floating Rate GOI 2034,48568.75,1.35,6.7554,Sovereign,47500000.0,,SOVEREIGN,485.6875,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020240027,7.23% GOI MAT 150439,40946.18,1.14,6.7784,Sovereign,39000000.0,2039-04-15,SOVEREIGN,409.4618,Government of India,Government Securities,6-7%,100,13.705681040383299,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020180041,6.63% GOI MAT 071231^,35822.5,1.0,6.2736,Sovereign,35000000.0,2031-12-07,SOVEREIGN,358.225,Government of India,Government Securities,6-7%,100,6.351813826146475,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020250018,6.9% GOI MAT 150465,29275.71,0.81,7.2068,Sovereign,30000000.0,2065-04-15,SOVEREIGN,292.7571,Government of India,Government Securities,7-8%,100,39.70704996577687,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020240118,7.09% GOI MAT 050854,17631.18,0.49,7.1525,Sovereign,17500000.0,2054-08-05,SOVEREIGN,176.3118,Government of India,Government Securities,7-8%,100,29.013004791238878,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020230077,7.18% GOI MAT 240737,16182.03,0.45,6.7517,Sovereign,15500000.0,2037-07-24,SOVEREIGN,161.8203,Government of India,Government Securities,6-7%,100,11.980835044490075,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020220029,7.54% GOI MAT 230536,16099.46,0.45,6.6882,Sovereign,15000000.0,2036-05-23,SOVEREIGN,160.9946,Government of India,Government Securities,6-7%,100,10.811772758384668,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020220102,7.41% GOI MAT 191236,10631.19,0.3,6.7202,Sovereign,10000000.0,2036-12-19,SOVEREIGN,106.31190000000001,Government of India,Government Securities,6-7%,100,11.38672142368241,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020210152,6.67% GOI MAT 151235,10118.0,0.28,6.6164,Sovereign,10000000.0,2035-12-15,SOVEREIGN,101.18,Government of India,Government Securities,6-7%,100,10.373716632443532,HDFC
HDFC Corporate Bond Fund,HDFC,IN2220250111,7.08% Maharashtra SDL ISD 250625 MAT 250639^,10021.25,0.28,7.1791,Sovereign,10000000.0,2039-06-25,SOVEREIGN,100.2125,Maharashtra SDL ISD 250625 MAT 250639^,Corporate Bond,7-8%,100,13.900068446269678,HDFC
HDFC Corporate Bond Fund,HDFC,IN1520230203,7.64% Gujarat SDL ISD 170124 MAT 170133^,8904.5,0.25,6.9311,Sovereign,8500000.0,2033-01-17,SOVEREIGN,89.045,Gujarat SDL ISD 170124 MAT 170133^,Corporate Bond,6-7%,100,7.4661190965092405,HDFC
HDFC Corporate Bond Fund,HDFC,IN3720230017,7.68% Jharkhand SDL ISD 240124 Mat 240132^,7888.32,0.22,6.7938,Sovereign,7500000.0,,SOVEREIGN,78.8832,Jharkhand SDL ISD 240124 Mat 240132^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020240035,7.34% GOI MAT 220464,7722.51,0.21,7.2392,Sovereign,7500000.0,2064-04-22,SOVEREIGN,77.2251,Government of India,Government Securities,7-8%,100,38.72689938398357,HDFC
HDFC Corporate Bond Fund,HDFC,IN1520230211,7.64% % Gujarat SDL ISD 170124 Mat 170134^,7336.71,0.2,6.9982,Sovereign,7000000.0,,SOVEREIGN,73.3671,% Gujarat SDL ISD 170124 Mat 170134^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN1520230237,7.63% Gujarat SDL ISD 240124 Mat 240134^,5237.85,0.15,6.9982,Sovereign,5000000.0,,SOVEREIGN,52.3785,Gujarat SDL ISD 240124 Mat 240134^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN3520230118,7.67% Chhattisgarh SDL ISD 240124 Mat 240131^,5228.68,0.15,6.7707,Sovereign,5000000.0,,SOVEREIGN,52.2868,Chhattisgarh SDL ISD 240124 Mat 240131^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN3520230092,7.68% Chattisgarh SDL ISD 170124 MAT 170132^,5259.36,0.15,6.7891,Sovereign,5000000.0,2032-01-17,SOVEREIGN,52.593599999999995,Chattisgarh SDL ISD 170124 MAT 170132^,Corporate Bond,6-7%,100,6.464065708418891,HDFC
HDFC Corporate Bond Fund,HDFC,IN1020250040,6.88% Andhra Pradesh SDL ISD 040425 MAT 040440^,4881.9,0.14,7.2683,Sovereign,5000000.0,2040-04-04,SOVEREIGN,48.818999999999996,Andhra Pradesh SDL ISD 040425 MAT 040440^,Corporate Bond,7-8%,100,14.677618069815194,HDFC
HDFC Corporate Bond Fund,HDFC,IN1020240785,7.09% Andhra Pradesh SDL ISD 260325 MAT 260335^,5070.09,0.14,7.0056,Sovereign,5000000.0,2035-03-26,SOVEREIGN,50.700900000000004,Andhra Pradesh SDL ISD 260325 MAT 260335^,Corporate Bond,7-8%,100,9.650924024640657,HDFC
HDFC Corporate Bond Fund,HDFC,IN2220240369,7.11% Maharashtra SDL ISD 080125 MAT 080138^,5025.61,0.14,7.1708,Sovereign,5000000.0,2038-01-08,SOVEREIGN,50.256099999999996,Maharashtra SDL ISD 080125 MAT 080138^,Corporate Bond,7-8%,100,12.44079397672827,HDFC
HDFC Corporate Bond Fund,HDFC,IN1020240017,7.39% Andhra Pradesh SDL ISD 030424 MAT 030430^,5172.33,0.14,6.6142,Sovereign,4997900.0,2030-04-03,SOVEREIGN,51.7233,Andhra Pradesh SDL ISD 030424 MAT 030430^,Corporate Bond,6-7%,100,4.673511293634497,HDFC
HDFC Corporate Bond Fund,HDFC,IN1320210041,6.82% Bihar SDL - ISD 140721 Mat 140728^,4072.14,0.11,6.2355,Sovereign,4000000.0,,SOVEREIGN,40.721399999999996,Bihar SDL - ISD 140721 Mat 140728^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN000535C020,GOI STRIPS - Mat 250535^,4069.49,0.11,6.7536,Sovereign,7728100.0,,SOVEREIGN,40.6949,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN001135C028,GOI STRIPS - Mat 251135^,3919.45,0.11,6.8036,Sovereign,7728100.0,,SOVEREIGN,39.1945,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN2220250103,7.03% Maharashtra SDL ISD 250625 MAT 250638^,3494.77,0.1,7.1708,Sovereign,3500000.0,2038-06-25,SOVEREIGN,34.9477,Maharashtra SDL ISD 250625 MAT 250638^,Corporate Bond,7-8%,100,12.900752908966462,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020230150,7.24% GOI MAT 111233^,3122.7,0.09,6.5498,Sovereign,2972300.0,2033-12-11,SOVEREIGN,31.226999999999997,Government of India,Government Securities,6-7%,100,8.36413415468857,HDFC
HDFC Corporate Bond Fund,HDFC,IN2920230389,7.66% RAJASTHAN SDL ISD 240124 Mat 240131^,2613.37,0.07,6.7692,Sovereign,2500000.0,,SOVEREIGN,26.133699999999997,RAJASTHAN SDL ISD 240124 Mat 240131^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN1620250085,7.05% Haryana SDL ISD 250625 Mat 250638,1503.0,0.04,7.1484,Sovereign,1500000.0,,SOVEREIGN,15.03,Haryana SDL ISD 250625 Mat 250638,Corporate Bond,7-8%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN000635C044,GOI STRIPS - Mat 120635^,1332.43,0.04,6.7509,Sovereign,2537500.0,,SOVEREIGN,13.324300000000001,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN001235C042,GOI STRIPS - Mat 121235^,1281.93,0.04,6.8116,Sovereign,2537500.0,,SOVEREIGN,12.8193,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN0020220136,7.1% GOI MAT 270128^,1029.48,0.03,5.9365,Sovereign,1000000.0,2028-01-27,SOVEREIGN,10.2948,Government of India,Government Securities,≤6%,100,2.4914442162902124,HDFC
HDFC Corporate Bond Fund,HDFC,IN1520230229,7.63% Gujarat SDL ISD 240124 Mat 240133^,1047.13,0.03,6.9311,Sovereign,1000000.0,,SOVEREIGN,10.471300000000001,Gujarat SDL ISD 240124 Mat 240133^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN001035C038,GOI STRIPS - Mat 221035^,1031.48,0.03,6.7879,Sovereign,2018500.0,,SOVEREIGN,10.3148,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN000435C031,GOI STRIPS - Mat 220435^,811.49,0.02,6.7568,Sovereign,1532300.0,,SOVEREIGN,8.1149,Government of India,Government Securities,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,IN3120220089,7.64% Tamil Nadu SDL MAT 270729^,315.14,0.01,6.3884,Sovereign,301000.0,2029-07-27,SOVEREIGN,3.1513999999999998,Tamil Nadu SDL MAT 270729^,Corporate Bond,6-7%,100,3.9890485968514717,HDFC
HDFC Corporate Bond Fund,HDFC,IN2220230014,7.36% Maharashtra SDL ISD 120423 Mat 120428^,66.0,,6.1737,Sovereign,64000.0,,SOVEREIGN,0.66,Maharashtra SDL ISD 120423 Mat 120428^,Corporate Bond,6-7%,100,,HDFC
HDFC Corporate Bond Fund,HDFC,INE296A07TH8,Bajaj Finance Ltd.,113265.45,3.15,7.44,CRISIL - AAA,112500.0,,AAA,1132.6544999999999,Bajaj Finance,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08454,State Bank of India (Tier 2 - Basel III)^,80500.08,2.24,7.255,CRISIL - AAA,800.0,,AAA,805.0008,SBI,Bank Capital,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE040A08666,HDFC Bank Ltd.£^,51795.4,1.44,7.17,CRISIL - AAA,50000.0,,AAA,517.9540000000001,HDFC Bank Ltd.£^,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE115A07QJ2,LIC Housing Finance Ltd.^,51063.3,1.42,6.82,CRISIL - AAA,5000.0,,AAA,510.63300000000004,LIC Housing Finance,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE556F08KU4,Small Industries Development Bank^,51068.8,1.42,6.665,CRISIL - AAA,50000.0,,AAA,510.68800000000005,SIDBI,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE020B08BH6,REC Limited.^,47408.45,1.32,6.67,CRISIL - AAA,4500.0,,AAA,474.0845,REC Limited.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE556F08KL3,Small Industries Development Bank^,46493.55,1.29,6.66,CRISIL - AAA,45000.0,,AAA,464.93550000000005,SIDBI,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08264,State Bank of India (Tier 2 - Basel III)^,44921.21,1.25,5.86,CRISIL - AAA,4500.0,,AAA,449.21209999999996,SBI,Bank Capital,≤6%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE906B07GP0,National Highways Authority of India^,43069.6,1.2,6.65,CRISIL - AAA,4100.0,,AAA,430.69599999999997,National Highways Authority of,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE261F08EM1,National Bank for Agri & Rural Dev.,40791.16,1.13,6.67,ICRA - AAA,40000.0,,AAA,407.9116,National Bank for Agri,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE01XX07034,Pipeline Infrastructure Pvt. Ltd.^,40597.13,1.13,6.765,CRISIL - AAA,39000.0,,AAA,405.9713,Pipeline Infrastructure Pvt. Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE002A08542,Reliance Industries Ltd.^,40067.18,1.11,6.54,CRISIL - AAA,3750.0,,AAA,400.6718,Reliance Industries,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE242A08569,Indian Oil Corporation Ltd.^,38453.81,1.07,6.555,CRISIL - AAA,37500.0,,AAA,384.5381,Indian Oil Corporation Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE040A08914,HDFC Bank Ltd.£^,36562.44,1.02,7.17,CRISIL - AAA,35000.0,,AAA,365.62440000000004,HDFC Bank Ltd.£^,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE756I07EJ2,HDB Financial Services Ltd.^,35854.57,1.0,7.11,CRISIL - AAA,3550.0,,AAA,358.5457,HDB Financial Services Ltd.^,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE556F08KR0,Small Industries Development Bank^,35864.26,1.0,6.755,CRISIL - AAA,35000.0,,AAA,358.6426,SIDBI,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE134E08LX5,Power Finance Corporation Ltd.^,35704.59,0.99,6.655,CRISIL - AAA,3500.0,,AAA,357.04589999999996,PFC,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE261F08DV4,National Bank for Agri & Rural Dev.^,33680.1,0.94,6.665,CRISIL - AAA,33000.0,,AAA,336.801,National Bank for Agri,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE261F08EG3,National Bank for Agri & Rural Dev.,33434.96,0.93,6.77,CRISIL - AAA,32500.0,,AAA,334.3496,National Bank for Agri,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE261F08EL3,National Bank for Agri & Rural Dev.,33207.95,0.92,6.84,CRISIL - AAA,32500.0,,AAA,332.0795,National Bank for Agri,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE020B08EA5,REC Limited.^,33209.74,0.92,6.605,CRISIL - AAA,3250.0,,AAA,332.0974,REC Limited.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE557F08GE4,National Housing Bank^,32437.67,0.9,6.83,CARE - AAA,32500.0,,AAA,324.37669999999997,National Housing Bank^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE557F08GD6,National Housing Bank^,30778.35,0.86,6.83,CARE - AAA,30000.0,,AAA,307.7835,National Housing Bank^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE134E08MX3,Power Finance Corporation Ltd.^,30799.38,0.86,6.75,CRISIL - AAA,30000.0,,AAA,307.9938,PFC,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE031A08939,Housing and Urban Development Corporation Ltd.^,30464.31,0.85,7.055,CARE - AAA,30000.0,,AAA,304.6431,Housing and Urban Development,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE261F08EO7,National Bank for Agri & Rural Dev.^,30645.72,0.85,6.695,CRISIL - AAA,30000.0,,AAA,306.4572,National Bank for Agri,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08470,State Bank of India^,30367.62,0.84,7.085,CARE - AAA,30000.0,,AAA,303.6762,SBI,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE296A07TI6,Bajaj Finance Ltd.^,29362.67,0.82,7.23,CRISIL - AAA,29000.0,,AAA,293.62669999999997,Bajaj Finance,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08256,State Bank of India (Tier 2 - Basel III)^,26486.99,0.74,6.245,CRISIL - AAA,2650.0,,AAA,264.86990000000003,SBI,Bank Capital,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE377Y07474,Bajaj Housing Finance Ltd.^,25794.63,0.72,7.045,CRISIL - AAA,25000.0,,AAA,257.9463,Bajaj Housing Finance Ltd.^,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE756I07EZ8,HDB Financial Services Ltd.^,25532.78,0.71,7.11,CRISIL - AAA,25000.0,,AAA,255.3278,HDB Financial Services Ltd.^,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE115A07QW5,LIC Housing Finance Ltd.^,25502.85,0.71,6.82,CRISIL - AAA,25000.0,,AAA,255.02849999999998,LIC Housing Finance,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE115A07QU9,LIC Housing Finance Ltd.^,25661.53,0.71,6.975,CRISIL - AAA,25000.0,,AAA,256.6153,LIC Housing Finance,Corporate Bond,6-7%,95,,HDFC
