Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Coupon,YTC
ABSLF Corporate Bond Fund,ABSLF,INE660A07RP2,7.89% Sundaram Finance Limited (22/09/2025) **,2503.62,0.087548672818046,0.0643,ICRA AAA,2500.0,2025-09-22,,
ABSLF Corporate Bond Fund,ABSLF,INE071G07777,7.48% ICICI Home Finance Company Limited (25/02/2028) (FRN) **,2497.87,0.087347776664644,0.07665,ICRA AAA,2500.0,2028-02-25,,
ABSLF Corporate Bond Fund,ABSLF,INE282H07026,7.08% Jio Credit Ltd (26/05/2028) **,2496.67,0.087305814021636,0.0712,CRISIL AAA,2500.0,2028-05-26,,
ABSLF Corporate Bond Fund,ABSLF,INE053F08510,6.47% Indian Railway Finance Corporation Limited (30/05/2028) **,2495.96,0.0872808112801769,0.065388,ICRA AAA,2500.0,2028-05-30,,
ABSLF Corporate Bond Fund,ABSLF,INE557F08GE4,6.80% National Housing Bank (02/04/2032) **,2495.21,0.087254497206124,0.0683,CARE AAA,2500.0,2032-04-02,,
ABSLF Corporate Bond Fund,ABSLF,INE134E08KU3,7.79% Power Finance Corporation Limited (22/07/2030) **,2338.23,0.0817653114209139,0.0683,ICRA AAA,225.0,2030-07-22,,
ABSLF Corporate Bond Fund,ABSLF,INE041007175,7.22% Embassy Office Parks REIT (16/05/2028) **,1814.77,0.063460293853239,0.0707,CRISIL AAA,1800.0,2028-05-16,,
ABSLF Corporate Bond Fund,ABSLF,INE115A07QV7,7.61% LIC Housing Finance Limited (29/08/2034) **,1529.81,0.0534956558126109,0.073,CRISIL AAA,1500.0,2034-08-29,,
ABSLF Corporate Bond Fund,ABSLF,INE261F08DT8,7.50% National Bank For Agriculture and Rural Development (17/12/2025) **,1505.87,0.052658448631293,0.061449,CRISIL AAA,150.0,2025-12-17,,
ABSLF Corporate Bond Fund,ABSLF,INE556F08KE8,7.47% Small Industries Development Bank of India (25/11/2025) **,1505.14,0.052632956325666,0.06215,ICRA AAA,150.0,2025-11-25,,
ABSLF Corporate Bond Fund,ABSLF,INE160A08167,7.25% Punjab National Bank (14/10/2030) **,1500.4,0.052467151432479,0.07234,IND AAA,150.0,2030-10-14,,
ABSLF Corporate Bond Fund,ABSLF,INE306N07MW2,Tata Capital Limited (10/09/2025) (ZCB) **,1489.5,0.052086287993876,0.064298,ICRA AAA,150.0,2025-09-10,,
ABSLF Corporate Bond Fund,ABSLF,INE0KXY07034,8.34% Highways Infrastructure Trust (18/01/2027) **,1275.38,0.04459846523327,0.0705,CRISIL AAA,1250.0,2027-01-18,,
ABSLF Corporate Bond Fund,ABSLF,INE020B08EH0,7.77% REC Limited (31/03/2028) **,1027.04,0.035914392427107,0.066063,CRISIL AAA,1000.0,2028-03-31,,
ABSLF Corporate Bond Fund,ABSLF,INE0NR607058,7.2503% Cube Highways Trust (25/04/2028) **,1023.8,0.035801039438927,0.0729,ICRA AAA,1020.0,2028-04-25,,
ABSLF Corporate Bond Fund,ABSLF,INE134E08II2,7.63% Power Finance Corporation Limited (14/08/2026) **,1011.2,0.035360555477137,0.064687,ICRA AAA,100.0,2026-08-14,,
ABSLF Corporate Bond Fund,ABSLF,INE261F08EA6,7.50% National Bank For Agriculture and Rural Development (31/08/2026),1009.57,0.0353035562203839,0.065375,ICRA AAA,1000.0,2026-08-31,,
ABSLF Corporate Bond Fund,ABSLF,INE134E08LD7,6.50% Power Finance Corporation Limited (17/09/2025) **,1000.27,0.034978170892725,0.05955,ICRA AAA,100.0,2025-09-17,,
ABSLF Corporate Bond Fund,ABSLF,INE936D07174,6.40% Jamnagar Utilities & Power Private Limited (29/09/2026) **,998.1,0.0349022884466179,0.0655,CRISIL AAA,100.0,2026-09-29,,
ABSLF Corporate Bond Fund,ABSLF,INE134E08MS3,Power Finance Corporation Limited (25/08/2026) (ZCB) **,719.31,0.025153360071752,0.064688,ICRA AAA,769.0,2026-08-25,,
ABSLF Corporate Bond Fund,ABSLF,INE040A08393,8.44% HDFC Bank Limited (28/12/2028) **,522.69,0.0182780355882209,0.06878,CRISIL AAA,50.0,2028-12-28,,
ABSLF Corporate Bond Fund,ABSLF,INE296A07SP3,7.79% Bajaj Finance Limited (20/09/2033) **,510.84,0.017863514613038,0.0742,CRISIL AAA,500.0,2033-09-20,,
ABSLF Corporate Bond Fund,ABSLF,INE916DA7SA6,7.7968% Kotak Mahindra Prime Limited (12/12/2025) **,501.83,0.017548375164046,0.064501,CRISIL AAA,50.0,2025-12-12,,
ABSLF Corporate Bond Fund,ABSLF,INE020B08DH2,5.81% REC Limited (31/12/2025) **,498.94,0.017447332616569,0.06125,ICRA AAA,50.0,2025-12-31,,
ABSLF Corporate Bond Fund,ABSLF,INE975F07IR8,8.3774% Kotak Mahindra Investments Limited (21/06/2027) **,204.33,0.007145217013322,0.07095,ICRA AAA,200.0,2027-06-21,,
ABSLF Corporate Bond Fund,ABSLF,INE756I07EY1,8.3324% HDB Financial Services Limited (10/05/2027),203.87,0.0071292642152049,0.071,CRISIL AAA,200.0,2027-05-10,,
ABSLF Corporate Bond Fund,ABSLF,INE916DA7SU4,8.12% Kotak Mahindra Prime Limited (21/06/2027) **,152.84,0.0053445300641,0.07,CRISIL AAA,150.0,2027-06-21,,
ABSLF Corporate Bond Fund,ABSLF,INE115A07JM1,8.45% LIC Housing Finance Limited (22/05/2026) **,131.82,,0.0652,CRISIL AAA,13.0,2026-05-22,,
ABSLF Corporate Bond Fund,ABSLF,INE020B08BH6,8.37% REC Limited (07/12/2028) **,105.35,,0.066675,CRISIL AAA,10.0,2028-12-07,,
ABSLF Corporate Bond Fund,ABSLF,INE033L07ID4,8.0409% Tata Capital Housing Finance Limited (19/03/2027) **,101.77,,0.068198,CRISIL AAA,100.0,2027-03-19,,
ABSLF Corporate Bond Fund,ABSLF,INE261F08CO1,6.42% National Bank For Agriculture and Rural Development (25/11/2030) **,98.63,,0.0684,ICRA AAA,10.0,2030-11-25,,
ABSLF Corporate Bond Fund,ABSLF,INE11LM07031,7.7954% Reliance Life Sciences Pvt Ltd (05/11/2027) ** #,5080.47,0.17765811592567,0.072546,CARE AAA,500.0,2027-11-05,,
ABSLF Corporate Bond Fund,ABSLF,INE1CBK15037,India Universal Trust Al2 (21/11/2030) **,7673.85,0.268345936604123,0.078253,IND AAA(SO),78.03824990000001,2030-11-21,,
ABSLF Corporate Bond Fund,ABSLF,INE1CBK15029,India Universal Trust Al2 (21/11/2027) **,6873.43,0.240355903095919,0.07625,IND AAA(SO),81.0,2027-11-21,,
ABSLF Corporate Bond Fund,ABSLF,INE1CBK15011,India Universal Trust Al2 (21/11/2026) **,5523.33,0.193144495768708,0.0721,IND AAA(SO),91.0,2026-11-21,,
ABSLF Corporate Bond Fund,ABSLF,INE0BTV15238,First Business Receivables Trust (01/10/2025) **,2408.66,0.08422800452312,0.063625,IND AAA(SO),24.0,2025-10-01,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240134,Government of India (18/11/2039),272101.07,9.51506655062674,0.06809824,Sovereign,266736200.0,2039-11-18,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240126,Government of India (07/10/2034),208121.08,7.27775885374148,0.06523375,Sovereign,203000000.0,2034-10-07,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240019,Government of India (08/04/2034),84590.94,2.9580496591903103,0.06559082,Sovereign,81161700.0,2034-04-08,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240035,Government of India (22/04/2064),51998.23,1.81831944200031,0.07239188,Sovereign,50500000.0,2064-04-22,,
ABSLF Corporate Bond Fund,ABSLF,IN0020250026,Government of India (05/05/2035),18527.03,0.647869359335673,0.06477414,Sovereign,18590500.0,2035-05-05,,
ABSLF Corporate Bond Fund,ABSLF,IN0020210137,Government of India (30/10/2034),15989.55,0.559136420898007,0.0620139999999999,Sovereign,15637700.0,2034-10-30,,
ABSLF Corporate Bond Fund,ABSLF,IN0020230085,Government of India (14/08/2033),8892.1,0.310946559186854,0.06538715,Sovereign,8500000.0,2033-08-14,,
ABSLF Corporate Bond Fund,ABSLF,IN0020250018,Government of India (15/04/2065),8441.16,0.295177926367838,0.07206783,Sovereign,8650000.0,2065-04-15,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240159,Government of India (02/12/2034),6654.0,0.232682785542893,0.06550476,Sovereign,6500000.0,2034-12-02,,
ABSLF Corporate Bond Fund,ABSLF,IN0020240118,Government of India (05/08/2054),3526.24,0.1233084853589719,0.07152509,Sovereign,3500000.0,2054-08-05,,
ABSLF Corporate Bond Fund,ABSLF,IN0020160118,Government of India (26/12/2029),3084.9,0.107875464513406,0.06137596,Sovereign,3000000.0,2029-12-26,,
ABSLF Corporate Bond Fund,ABSLF,IN0020140011,Government of India (02/06/2028),2568.63,0.089822212313119,0.05955309,Sovereign,2400000.0,2028-06-02,,
ABSLF Corporate Bond Fund,ABSLF,IN0020220060,Government of India (22/08/2032),2106.76,0.073671154695491,0.06409622,Sovereign,2000000.0,2032-08-22,,
ABSLF Corporate Bond Fund,ABSLF,IN0020230036,Government of India (17/04/2030),1383.72,0.048387186764604,0.06159214,Sovereign,1324800.0,2030-04-17,,
ABSLF Corporate Bond Fund,ABSLF,IN3120150153,State Government Securities (09/12/2025),1008.98,0.035282714774357,0.0557,Sovereign,1000000.0,2025-12-09,,
ABSLF Corporate Bond Fund,ABSLF,IN0020230077,Government of India (24/07/2037),860.36,0.030085887905371,0.06751685,Sovereign,824100.0,2037-07-24,,
ABSLF Corporate Bond Fund,ABSLF,IN0020190065,Government of India (17/06/2033),799.56,0.027959698377872,0.0653328,Sovereign,747600.0,2033-06-17,,
ABSLF Corporate Bond Fund,ABSLF,IN1920150043,State Government Securities (26/11/2025),503.91,0.017620988020885,0.0557,Sovereign,500000.0,2025-11-26,,
ABSLF Corporate Bond Fund,ABSLF,IN2220150113,State Government Securities (28/10/2025),502.82,0.017583029313397,0.05525,Sovereign,500000.0,2025-10-28,,
ABSLF Corporate Bond Fund,ABSLF,IN2220150105,State Government Securities (14/10/2025),502.31,0.017565265127857,0.05525,Sovereign,500000.0,2025-10-14,,
ABSLF Corporate Bond Fund,ABSLF,IN1520150062,State Government Securities (14/10/2025),502.31,0.017565265127857,0.05525,Sovereign,500000.0,2025-10-14,,
ABSLF Corporate Bond Fund,ABSLF,IN1520150047,State Government Securities (09/09/2025),501.35,0.017531485200235,0.0542125,Sovereign,500000.0,2025-09-09,,
ABSLF Corporate Bond Fund,ABSLF,IN2920190146,State Government Securities (04/09/2025),440.5,0.015403858207431,0.0542625,Sovereign,440000.0,2025-09-04,,
ABSLF Corporate Bond Fund,ABSLF,IN2920210266,State Government Securities (08/09/2031),401.11,0.014026464922558,0.06748523,Sovereign,396600.0,2031-09-08,,
ABSLF Corporate Bond Fund,ABSLF,IN0020200245,Government of India (16/03/2035),342.0,0.011959229698343,0.06579096,Sovereign,348300.0,2035-03-16,,
ABSLF Corporate Bond Fund,ABSLF,IN3120150161,State Government Securities (23/12/2025),333.98,0.0116789626324209,0.0557,Sovereign,330600.0,2025-12-23,,
ABSLF Corporate Bond Fund,ABSLF,IN0020200252,Government of India (17/12/2050),331.11,0.011578672828319,0.07095763,Sovereign,343500.0,2050-12-17,,
ABSLF Corporate Bond Fund,ABSLF,IN0020230101,Government of India (23/10/2028),155.46,0.00543631808986,0.05981381,Sovereign,149100.0,2028-10-23,,
ABSLF Corporate Bond Fund,ABSLF,IN0020150093,Government of India (11/01/2026),151.31,0.005291295206114,0.055198,Sovereign,150000.0,2026-01-11,,
ABSLF Corporate Bond Fund,ABSLF,IN0020120039,Government of India (09/07/2026),110.62,,0.05708917,Sovereign,108000.0,2026-07-09,,
ABSLF Corporate Bond Fund,ABSLF,IN0020210160,Government of India (04/10/2028),93.75,,0.058273,Sovereign,92700.0,2028-10-04,,
ABSLF Corporate Bond Fund,ABSLF,IN0020220151,Government of India (06/02/2033),93.71,,0.06523782,Sovereign,89300.0,2033-02-06,,
ABSLF Corporate Bond Fund,ABSLF,IN2920210258,State Government Securities (01/09/2031),85.02,,0.06748523,Sovereign,83900.0,2031-09-01,,
ABSLF Corporate Bond Fund,ABSLF,IN0020180454,Government of India (14/01/2029),65.74,,0.06067016,Sovereign,63250.0,2029-01-14,,
ABSLF Corporate Bond Fund,ABSLF,IN2220190127,State Government Securities (18/02/2028),31.65,,0.06162113,Sovereign,31000.0,2028-02-18,,
ABSLF Corporate Bond Fund,ABSLF,IN2220220072,State Government Securities (25/05/2034),26.37,,0.06998243,Sovereign,25000.0,2034-05-25,,
ABSLF Corporate Bond Fund,ABSLF,IN0020170174,Government of India (08/01/2028),17.55,,0.05943795,Sovereign,17050.0,2028-01-08,,
ABSLF Corporate Bond Fund,ABSLF,IN0020210012,Government of India (12/04/2026),2.0,,0.05658986,Sovereign,2000.0,2026-04-12,,
ABSLF Corporate Bond Fund,ABSLF,IN000627C074,0% GOI  - 16JUN27 STRIPS,1365.19,0.047739293529679,0.05942816,Sovereign,1521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,IN000626C076,0% GOI  - 16JUN26 STRIPS,496.63,0.017366655372003,0.05685038,Sovereign,521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,IN000628C072,0% GOI  - 16JUN28 STRIPS,439.24,0.015359641034005,0.0613591,Sovereign,521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,IN001228C070,0% GOI  - 16DEC28 STRIPS,425.79,0.01488929802905,0.06177502,Sovereign,521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,IN001229C078,0% GOI  - 16DEC29 STRIPS,398.47,0.013934030000694,0.0633244,Sovereign,521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,IN000630C078,0% GOI  - 16JUN30 STRIPS,384.71,0.013453023896499,0.06429729,Sovereign,521250.0,,,
ABSLF Corporate Bond Fund,ABSLF,INF0RQ622028,SBI - Corporate Debt Market Development Fund - A2 Units,7842.15,0.274231266985977,,,69462.366,,,
HDFC Corporate Bond Fund,HDFC,IN0020240134,6.92% GOI MAT 181139,239726.56,6.66,6.8098,Sovereign,235000000.0,2039-11-18,6.92,
HDFC Corporate Bond Fund,HDFC,IN0020200120,Floating Rate GOI 2033,92515.5,2.57,7.35,Sovereign,89000000.0,,7.81,
HDFC Corporate Bond Fund,HDFC,IN0020250042,6.68% GOI MAT 070740,77527.59,2.16,6.7869,Sovereign,77500000.0,2040-07-07,6.68,
HDFC Corporate Bond Fund,HDFC,IN0020210137,Floating Rate GOI 2034,48568.75,1.35,6.7554,Sovereign,47500000.0,,6.99,
HDFC Corporate Bond Fund,HDFC,IN0020240027,7.23% GOI MAT 150439,40946.18,1.14,6.7784,Sovereign,39000000.0,2039-04-15,7.23,
HDFC Corporate Bond Fund,HDFC,IN0020180041,6.63% GOI MAT 071231^,35822.5,1.0,6.2736,Sovereign,35000000.0,2031-12-07,6.63,
HDFC Corporate Bond Fund,HDFC,IN0020250018,6.9% GOI MAT 150465,29275.71,0.81,7.2068,Sovereign,30000000.0,2065-04-15,6.9,
HDFC Corporate Bond Fund,HDFC,IN0020240118,7.09% GOI MAT 050854,17631.18,0.49,7.1525,Sovereign,17500000.0,2054-08-05,7.09,
HDFC Corporate Bond Fund,HDFC,IN0020230077,7.18% GOI MAT 240737,16182.03,0.45,6.7517,Sovereign,15500000.0,2037-07-24,7.18,
HDFC Corporate Bond Fund,HDFC,IN0020220029,7.54% GOI MAT 230536,16099.46,0.45,6.6882,Sovereign,15000000.0,2036-05-23,7.54,
HDFC Corporate Bond Fund,HDFC,IN0020220102,7.41% GOI MAT 191236,10631.19,0.3,6.7202,Sovereign,10000000.0,2036-12-19,7.41,
HDFC Corporate Bond Fund,HDFC,IN0020210152,6.67% GOI MAT 151235,10118.0,0.28,6.6164,Sovereign,10000000.0,2035-12-15,6.67,
HDFC Corporate Bond Fund,HDFC,IN2220250111,7.08% Maharashtra SDL ISD 250625 MAT 250639^,10021.25,0.28,7.1791,Sovereign,10000000.0,2039-06-25,7.08,
HDFC Corporate Bond Fund,HDFC,IN1520230203,7.64% Gujarat SDL ISD 170124 MAT 170133^,8904.5,0.25,6.9311,Sovereign,8500000.0,2033-01-17,7.64,
HDFC Corporate Bond Fund,HDFC,IN3720230017,7.68% Jharkhand SDL ISD 240124 Mat 240132^,7888.32,0.22,6.7938,Sovereign,7500000.0,,7.68,
HDFC Corporate Bond Fund,HDFC,IN0020240035,7.34% GOI MAT 220464,7722.51,0.21,7.2392,Sovereign,7500000.0,2064-04-22,7.34,
HDFC Corporate Bond Fund,HDFC,IN1520230211,7.64% % Gujarat SDL ISD 170124 Mat 170134^,7336.71,0.2,6.9982,Sovereign,7000000.0,,7.64,
HDFC Corporate Bond Fund,HDFC,IN1520230237,7.63% Gujarat SDL ISD 240124 Mat 240134^,5237.85,0.15,6.9982,Sovereign,5000000.0,,7.63,
HDFC Corporate Bond Fund,HDFC,IN3520230118,7.67% Chhattisgarh SDL ISD 240124 Mat 240131^,5228.68,0.15,6.7707,Sovereign,5000000.0,,7.67,
HDFC Corporate Bond Fund,HDFC,IN3520230092,7.68% Chattisgarh SDL ISD 170124 MAT 170132^,5259.36,0.15,6.7891,Sovereign,5000000.0,2032-01-17,7.68,
HDFC Corporate Bond Fund,HDFC,IN1020250040,6.88% Andhra Pradesh SDL ISD 040425 MAT 040440^,4881.9,0.14,7.2683,Sovereign,5000000.0,2040-04-04,6.88,
HDFC Corporate Bond Fund,HDFC,IN1020240785,7.09% Andhra Pradesh SDL ISD 260325 MAT 260335^,5070.09,0.14,7.0056,Sovereign,5000000.0,2035-03-26,7.09,
HDFC Corporate Bond Fund,HDFC,IN2220240369,7.11% Maharashtra SDL ISD 080125 MAT 080138^,5025.61,0.14,7.1708,Sovereign,5000000.0,2038-01-08,7.11,
HDFC Corporate Bond Fund,HDFC,IN1020240017,7.39% Andhra Pradesh SDL ISD 030424 MAT 030430^,5172.33,0.14,6.6142,Sovereign,4997900.0,2030-04-03,7.39,
HDFC Corporate Bond Fund,HDFC,IN1320210041,6.82% Bihar SDL - ISD 140721 Mat 140728^,4072.14,0.11,6.2355,Sovereign,4000000.0,,6.82,
HDFC Corporate Bond Fund,HDFC,IN000535C020,GOI STRIPS - Mat 250535^,4069.49,0.11,6.7536,Sovereign,7728100.0,,,
HDFC Corporate Bond Fund,HDFC,IN001135C028,GOI STRIPS - Mat 251135^,3919.45,0.11,6.8036,Sovereign,7728100.0,,,
HDFC Corporate Bond Fund,HDFC,IN2220250103,7.03% Maharashtra SDL ISD 250625 MAT 250638^,3494.77,0.1,7.1708,Sovereign,3500000.0,2038-06-25,7.03,
HDFC Corporate Bond Fund,HDFC,IN0020230150,7.24% GOI MAT 111233^,3122.7,0.09,6.5498,Sovereign,2972300.0,2033-12-11,7.24,
HDFC Corporate Bond Fund,HDFC,IN2920230389,7.66% RAJASTHAN SDL ISD 240124 Mat 240131^,2613.37,0.07,6.7692,Sovereign,2500000.0,,7.66,
HDFC Corporate Bond Fund,HDFC,IN1620250085,7.05% Haryana SDL ISD 250625 Mat 250638,1503.0,0.04,7.1484,Sovereign,1500000.0,,7.05,
HDFC Corporate Bond Fund,HDFC,IN000635C044,GOI STRIPS - Mat 120635^,1332.43,0.04,6.7509,Sovereign,2537500.0,,,
HDFC Corporate Bond Fund,HDFC,IN001235C042,GOI STRIPS - Mat 121235^,1281.93,0.04,6.8116,Sovereign,2537500.0,,,
HDFC Corporate Bond Fund,HDFC,IN0020220136,7.1% GOI MAT 270128^,1029.48,0.03,5.9365,Sovereign,1000000.0,2028-01-27,7.1,
HDFC Corporate Bond Fund,HDFC,IN1520230229,7.63% Gujarat SDL ISD 240124 Mat 240133^,1047.13,0.03,6.9311,Sovereign,1000000.0,,7.63,
HDFC Corporate Bond Fund,HDFC,IN001035C038,GOI STRIPS - Mat 221035^,1031.48,0.03,6.7879,Sovereign,2018500.0,,,
HDFC Corporate Bond Fund,HDFC,IN000435C031,GOI STRIPS - Mat 220435^,811.49,0.02,6.7568,Sovereign,1532300.0,,,
HDFC Corporate Bond Fund,HDFC,IN3120220089,7.64% Tamil Nadu SDL MAT 270729^,315.14,0.01,6.3884,Sovereign,301000.0,2029-07-27,7.64,
HDFC Corporate Bond Fund,HDFC,IN2220230014,7.36% Maharashtra SDL ISD 120423 Mat 120428^,66.0,,6.1737,Sovereign,64000.0,,7.36,
HDFC Corporate Bond Fund,HDFC,INE296A07TH8,Bajaj Finance Ltd.,113265.45,3.15,7.44,CRISIL - AAA,112500.0,,7.55,
HDFC Corporate Bond Fund,HDFC,INE062A08454,State Bank of India (Tier 2 - Basel III)^,80500.08,2.24,7.255,CRISIL - AAA,800.0,,7.33,
HDFC Corporate Bond Fund,HDFC,INE040A08666,HDFC Bank Ltd.£^,51795.4,1.44,7.17,CRISIL - AAA,50000.0,,7.8,
HDFC Corporate Bond Fund,HDFC,INE115A07QJ2,LIC Housing Finance Ltd.^,51063.3,1.42,6.82,CRISIL - AAA,5000.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE556F08KU4,Small Industries Development Bank^,51068.8,1.42,6.665,CRISIL - AAA,50000.0,,7.51,
HDFC Corporate Bond Fund,HDFC,INE020B08BH6,REC Limited.^,47408.45,1.32,6.67,CRISIL - AAA,4500.0,,8.37,
HDFC Corporate Bond Fund,HDFC,INE556F08KL3,Small Industries Development Bank^,46493.55,1.29,6.66,CRISIL - AAA,45000.0,,7.83,
HDFC Corporate Bond Fund,HDFC,INE062A08264,State Bank of India (Tier 2 - Basel III)^,44921.21,1.25,5.86,CRISIL - AAA,4500.0,,5.83,
HDFC Corporate Bond Fund,HDFC,INE906B07GP0,National Highways Authority of India^,43069.6,1.2,6.65,CRISIL - AAA,4100.0,,8.27,
HDFC Corporate Bond Fund,HDFC,INE261F08EM1,National Bank for Agri & Rural Dev.,40791.16,1.13,6.67,ICRA - AAA,40000.0,,7.53,
HDFC Corporate Bond Fund,HDFC,INE01XX07034,Pipeline Infrastructure Pvt. Ltd.^,40597.13,1.13,6.765,CRISIL - AAA,39000.0,,7.96,
HDFC Corporate Bond Fund,HDFC,INE002A08542,Reliance Industries Ltd.^,40067.18,1.11,6.54,CRISIL - AAA,3750.0,,8.95,
HDFC Corporate Bond Fund,HDFC,INE242A08569,Indian Oil Corporation Ltd.^,38453.81,1.07,6.555,CRISIL - AAA,37500.0,,7.25,
HDFC Corporate Bond Fund,HDFC,INE040A08914,HDFC Bank Ltd.£^,36562.44,1.02,7.17,CRISIL - AAA,35000.0,,7.97,
HDFC Corporate Bond Fund,HDFC,INE756I07EJ2,HDB Financial Services Ltd.^,35854.57,1.0,7.11,CRISIL - AAA,3550.0,,7.65,
HDFC Corporate Bond Fund,HDFC,INE556F08KR0,Small Industries Development Bank^,35864.26,1.0,6.755,CRISIL - AAA,35000.0,,7.47,
HDFC Corporate Bond Fund,HDFC,INE134E08LX5,Power Finance Corporation Ltd.^,35704.59,0.99,6.655,CRISIL - AAA,3500.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE261F08DV4,National Bank for Agri & Rural Dev.^,33680.1,0.94,6.665,CRISIL - AAA,33000.0,,7.62,
HDFC Corporate Bond Fund,HDFC,INE261F08EG3,National Bank for Agri & Rural Dev.,33434.96,0.93,6.77,CRISIL - AAA,32500.0,,7.68,
HDFC Corporate Bond Fund,HDFC,INE261F08EL3,National Bank for Agri & Rural Dev.,33207.95,0.92,6.84,CRISIL - AAA,32500.0,,7.4,
HDFC Corporate Bond Fund,HDFC,INE020B08EA5,REC Limited.^,33209.74,0.92,6.605,CRISIL - AAA,3250.0,,7.55,
HDFC Corporate Bond Fund,HDFC,INE557F08GE4,National Housing Bank^,32437.67,0.9,6.83,CARE - AAA,32500.0,,6.8,
HDFC Corporate Bond Fund,HDFC,INE557F08GD6,National Housing Bank^,30778.35,0.86,6.83,CARE - AAA,30000.0,,7.35,
HDFC Corporate Bond Fund,HDFC,INE134E08MX3,Power Finance Corporation Ltd.^,30799.38,0.86,6.75,CRISIL - AAA,30000.0,,7.6,
HDFC Corporate Bond Fund,HDFC,INE031A08939,Housing and Urban Development Corporation Ltd.^,30464.31,0.85,7.055,CARE - AAA,30000.0,,7.29,
HDFC Corporate Bond Fund,HDFC,INE261F08EO7,National Bank for Agri & Rural Dev.^,30645.72,0.85,6.695,CRISIL - AAA,30000.0,,7.48,
HDFC Corporate Bond Fund,HDFC,INE062A08470,State Bank of India^,30367.62,0.84,7.085,CARE - AAA,30000.0,,7.23,
HDFC Corporate Bond Fund,HDFC,INE296A07TI6,Bajaj Finance Ltd.^,29362.67,0.82,7.23,CRISIL - AAA,29000.0,,7.57,
HDFC Corporate Bond Fund,HDFC,INE062A08256,State Bank of India (Tier 2 - Basel III)^,26486.99,0.74,6.245,CRISIL - AAA,2650.0,,6.24,
HDFC Corporate Bond Fund,HDFC,INE377Y07474,Bajaj Housing Finance Ltd.^,25794.63,0.72,7.045,CRISIL - AAA,25000.0,,8.05,
HDFC Corporate Bond Fund,HDFC,INE756I07EZ8,HDB Financial Services Ltd.^,25532.78,0.71,7.11,CRISIL - AAA,25000.0,,8.3439,
HDFC Corporate Bond Fund,HDFC,INE115A07QW5,LIC Housing Finance Ltd.^,25502.85,0.71,6.82,CRISIL - AAA,25000.0,,7.74,
HDFC Corporate Bond Fund,HDFC,INE115A07QU9,LIC Housing Finance Ltd.^,25661.53,0.71,6.975,CRISIL - AAA,25000.0,,7.75,
HDFC Corporate Bond Fund,HDFC,INE115A07QP9,LIC Housing Finance Ltd.^,25616.6,0.71,6.775,CRISIL - AAA,25000.0,,7.73,
HDFC Corporate Bond Fund,HDFC,INE115A07QX3,LIC Housing Finance Ltd.^,25716.08,0.71,7.05,CRISIL - AAA,25000.0,,7.65,
HDFC Corporate Bond Fund,HDFC,INE0KUG08019,National Bank for Financing Infrastructure and Development^,25425.93,0.71,7.135,CRISIL - AAA,25000.0,,7.43,
HDFC Corporate Bond Fund,HDFC,INE134E08MJ2,Power Finance Corporation Ltd.,25642.5,0.71,6.68,CRISIL - AAA,25000.0,,7.77,
HDFC Corporate Bond Fund,HDFC,INE535H07CH0,SMFG India Credit Company Ltd^,25381.08,0.71,7.195,ICRA - AAA,25000.0,,8.277,
HDFC Corporate Bond Fund,HDFC,INE103A08035,MANGALORE REFINERY AND PETROCHEMICA^,25181.61,0.7,6.99,CRISIL - AAA,2450.0,,7.75,
HDFC Corporate Bond Fund,HDFC,INE692Q07449,Toyota Financial Services India Ltd.^,25280.8,0.7,7.03,ICRA - AAA,25000.0,,8.15,
HDFC Corporate Bond Fund,HDFC,INE031A08962,Housing and Urban Development Corporation Ltd.^,24949.33,0.69,6.93,CARE - AAA,25000.0,,6.9,
HDFC Corporate Bond Fund,HDFC,INE053F07AY7,Indian Railways Finance Corp. Ltd.^,24807.68,0.69,6.535,CRISIL - AAA,2350.0,,8.45,
HDFC Corporate Bond Fund,HDFC,INE00V208124,John Deere Financial India Pvt. Ltd.^,24469.27,0.68,7.4,CRISIL - AAA,24000.0,,8.23,
HDFC Corporate Bond Fund,HDFC,INE975F07IR8,Kotak Mahindra Investments Ltd.^,24008.87,0.67,7.095,CRISIL - AAA,23500.0,,8.3774,
HDFC Corporate Bond Fund,HDFC,INE752E08676,Power Grid Corporation of India Ltd.^,23773.74,0.66,6.865,CRISIL - AAA,30000.0,,7.4,
HDFC Corporate Bond Fund,HDFC,INE033L07HU0,TATA Capital Housing Finance Ltd.^,22380.07,0.62,6.85,CRISIL - AAA,2200.0,,7.8,
HDFC Corporate Bond Fund,HDFC,INE01XX07042,Pipeline Infrastructure Pvt. Ltd.^,21112.99,0.59,6.745,CRISIL - AAA,20500.0,,7.96,
